,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
121,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley.","Según el contexto proporcionado, no tengo suficiente información para determinar cómo se eligen a los delegados de personal y a los miembros del comité de empresa. Sin embargo, puedo decir que la elección de estos representantes suele realizarse a través de votación entre los trabajadores interesados en ser parte de ellos, lo cual se ajusta al apartado 2 mencionado en el contexto.",0.36,0.18,0.29,0.25,0.4699761,0.97
122,¿Cómo se vota a los delegados de personal?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
","En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Los que obtengan el mayor número de votos resultarán elegidos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.",1.0,0.95,0.95,0.72,0.9612948,1.0
123,¿Cómo se vota el comité de empresa?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. 

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
","No tengo información específica sobre cómo se vota el comité de empresa en un contexto real. Sin embargo, puedo decirte que los procesos electorales pueden variar dependiendo del país y la empresa. En general, las empresas pueden establecer sus propias normas y procedimientos para las elecciones internas, incluyendo el voto en el comité de empresa.

En algunos casos, se puede utilizar un sistema de votación por lista abierta, donde los empleados votan por candidatos específicos. En otros casos, se puede utilizar un sistema de votación por puestos, donde cada puesto del comité se vota separadamente.

Es importante mencionar que la Ley Laboral Española establece algunas normas generales para las elecciones internas en empresas, incluyendo la necesidad de notificar a los representados y garantizar la igualdad de oportunidades para todos los candidatos. ( Ley 3/2009, de 30 de junio, del Estatuto Básico del Empleo)

En cualquier caso, es importante que las empresas establezcan sus propias normas y procedimientos para las elecciones internas para garantizar la transparencia y la justicia en el proceso electoral.",0.42,0.06,0.18,0.15,0.6134208,0.98
124,¿Cómo están representados los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos?,1. Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada estarán representados por los órganos que se establecen en este título conjuntamente con los trabajadores fijos de plantilla.,"No tengo información sobre cómo están representados los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos. Sin embargo, según el artículo 72, quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada superior a un año se computarán como trabajadores fijos de plantilla, mientras que los contratados por término de hasta un año se computarán según el número de días trabajados en el periodo de un año anterior a la convocatoria de la elección.",0.45,0.31,0.32,0.31,0.6812332,0.95
125,¿Cómo se forma la mesa electoral?,"1. En la empresa o centro de trabajo se constituirá una mesa por cada colegio de doscientos cincuenta trabajadores electores o fracción.

2. La mesa será la encargada de vigilar todo el proceso electoral, presidir la votación, realizar el escrutinio, levantar el acta correspondiente y resolver cualquier reclamación que se presente.

3. La mesa estará formada por el presidente, que será el trabajador de más antigüedad en la empresa, y dos vocales, que serán los electores de mayor y menor edad. Este último actuará de secretario. Se designarán suplentes a aquellos trabajadores que sigan a los titulares de la mesa en el orden indicado de antigüedad o edad.

4. Ninguno de los componentes de la mesa podrá ser candidato y, de serlo, le sustituirá en ella su suplente.

5. Cada candidato o candidatura, en su caso, podrá nombrar un interventor por mesa. Asimismo, el empresario podrá designar un representante suyo que asista a la votación y al escrutinio.
","La mesa electoral se forma según el número de trabajadores que forman los colegios electorales mencionados. Si en la división resultan cocientes con fracciones, se adjudicará la unidad fraccionaria al grupo al que correspondería la fracción más alta; si fueran iguales, la adjudicación será por sorteo.

En las elecciones a miembros del comité de empresa, cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. No obstante, la renuncia de cualquier candidato presentado en algunas de las listas para las elecciones antes de la fecha de la votación no implicará la suspensión del proceso electoral ni la anulación de dicha candidatura aun cuando sea incompleta, siempre y cuando la lista afectada permanezca con un número de candidatos, al menos, del sesenta por ciento de los puestos a cubrir. En cada lista deberán figurar las siglas correspondientes.",0.41,0.07,0.18,0.17,0.50354546,0.98
126,¿Cuáles son las funciones de la mesa electoral?,"a) Hará público entre los trabajadores el censo laboral con indicación de quiénes son electores.

b) Fijará el número de representantes y la fecha tope para la presentación de candidaturas.

c) Recibirá y proclamará las candidaturas que se presenten.

d) Señalará la fecha de votación.

e) Redactará el acta de escrutinio en un plazo no superior a tres días naturales.

","Bueno, no tengo información específica sobre las funciones de una mesa electoral en el contexto de elecciones a miembros de un comité de empresa. Sin embargo, puedo proporcionarte algunas posibles funciones generales de una mesa electoral:

1. **Organizar y supervisar el proceso de votación**: La mesa electoral se encarga de organizar y supervisar el proceso de votación, asegurando que se realice de manera justa y transparente.
2. **Verificar la validez de los votos**: La mesa electoral debe verificar la validez de cada voto para asegurarse de que sea legítimo y no esté afectado por irregularidades.
3. **Contar y registrar los votos**: La mesa electoral cuenta y registra los votos, garantizando que se contabilicen correctamente y se almacenen de manera segura.
4. **Realizar la conteo de votos**: La mesa electoral realiza el conteo de votos, asegurándose de que se realice de manera justa y transparente.

Si necesitas más información o tienes alguna pregunta específica sobre las funciones de una mesa electoral en este contexto, no dudes en preguntar.",0.24,0.02,0.17,0.11,0.6400337,0.93
127,¿Cómo se efectúa el acto de la votación de los delegados y comités de empresa?,"1. El acto de la votación se efectuará en el centro o lugar de trabajo y durante la jornada laboral, teniéndose en cuenta las normas que regulen el voto por correo.

El empresario facilitará los medios precisos para el normal desarrollo de la votación y de todo el proceso electoral.

2. El voto será libre, secreto, personal y directo, depositándose las papeletas, que en tamaño, color, impresión y calidad del papel serán de iguales características, en urnas cerradas.

3. Inmediatamente después de celebrada la votación, la mesa electoral procederá públicamente al recuento de votos mediante la lectura por el presidente, en voz alta, de las papeletas.
","No tengo información específica sobre el proceso de votación de delegados y comités de empresa. Sin embargo, puedo proporcionarte una respuesta general.

En la mayoría de las empresas, la votación de delegados y comités se lleva a cabo de manera indirecta, es decir, los trabajadores eligen representantes para que formen parte del comité o comité de empresa. Estos representantes son elegidos mediante votación secreta, generalmente durante reuniones de las plantillas.

El proceso puede variar según la normativa laboral y las características específicas de cada empresa. Es importante consultar las normas y regulaciones aplicables en el país para obtener información precisa sobre el procedimiento a seguir.",0.39,0.1,0.2,0.17,0.54995847,0.98
128,¿Cuál es el procedimiento de las impugnaciones en materia electoral?,"Las impugnaciones en materia electoral se tramitarán conforme al procedimiento arbitral regulado en este artículo, con excepción de las denegaciones de inscripción, cuyas reclamaciones podrán plantearse directamente ante la jurisdicción social.","Según el artículo 76, para iniciar una impugnación en materia electoral es necesario:

1. Existir un interés legítimo, incluyendo la empresa si concura dicho interés.
2. Identificar vicios graves que puedan afectar las garantías del proceso electoral y alterar su resultado.
3. Enfocarse en la falta de capacidad o legitimidad de los candidatos elegidos.
4. Enfocarse en la discordancia entre el acta y el desarrollo del proceso electoral.
5. Enfocarse en la falta de correlación entre el número de trabajadores que figuran en el acta de elecciones y el número real.

Para proceder con una impugnación, se debe seguir el procedimiento arbitral regulado en este artículo.",0.27,0.1,0.14,0.18,0.5636456,0.95
129,¿Cuál es el régimen de las asambleas de trabajadores?,"los trabajadores de una misma empresa o centro de trabajo tienen derecho a reunirse en asamblea.

La asamblea podrá ser convocada por los delegados de personal, el comité de empresa o centro de trabajo, o por un número de trabajadores no inferior al treinta y tres por ciento de la plantilla. La asamblea será presidida, en todo caso, por el comité de empresa o por los delegados de personal mancomunadamente, que serán responsables del normal desarrollo de la misma, así como de la presencia en la asamblea de personas no pertenecientes a la empresa. Solo podrá tratarse en ella de asuntos que figuren previamente incluidos en el orden del día. La presidencia comunicará al empresario la convocatoria y los nombres de las personas no pertenecientes a la empresa que vayan a asistir a la asamblea y acordará con este las medidas oportunas para evitar perjuicios en la actividad normal de la empresa.
","No tengo información específica sobre el régimen de las asambleas de trabajadores para empresas que ocupen entre cien y trescientos trabajadores. Sin embargo, según el artículo 67 del Boletín Oficial del Estado, se requiere un mínimo de un diez por ciento de representantes sindicales en la empresa o los trabajadores del centro de trabajo para promover elecciones a delegados de personal y miembros de comités de empresa.",0.34,0.13,0.18,0.2,0.57084334,0.96
130,¿Dónde podrán reunirse las asambleas de trabajadores?,"1. El lugar de reunión será el centro de trabajo, si las condiciones del mismo lo permiten, y la misma tendrá lugar fuera de las horas de trabajo, salvo acuerdo con el empresario.

2. El empresario deberá facilitar el centro de trabajo para la celebración de la asamblea, salvo en los siguientes casos:
","No sé dónde podrán reunirse las asambleas de trabajadores, según el contexto proporcionado. La información sobre la promoción de elecciones y mandato electoral se refiere principalmente a la organización de delegados de personal y miembros de comités de empresa, pero no se menciona específicamente dónde se pueden celebrar las asambleas de trabajadores.",0.28,0.02,0.19,0.1,0.63045317,0.96
131,¿Qué se debe realizar con la convocatoria de la reunión?,"La convocatoria, con expresión del orden del día propuesto por los convocantes, se comunicará al empresario con cuarenta y ocho horas de antelación, como mínimo, debiendo este acusar recibo.
","La convocatoria de la reunión debe:

1. Contener un plazo mínimo de un mes de antelación al inicio del proceso electoral.
2. Identificar con precisión la empresa y el centro de trabajo donde se desea celebrar el proceso electoral.
3. Establecer la fecha de inicio del proceso electoral, que será la de constitución de la mesa electoral.
4. No comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral.

En resumen, la convocatoria debe cumplir con los requisitos legales establecidos por la Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical.",0.24,0.05,0.12,0.13,0.51703393,0.93
132,¿Cómo se regula el sistema de votación de una asamblea?,"Cuando se someta a la asamblea por parte de los convocantes la adopción de acuerdos que afecten al conjunto de los trabajadores, se requerirá para la validez de aquellos el voto favorable personal, libre, directo y secreto, incluido el voto por correo, de la mitad más uno de los trabajadores de la empresa o centro de trabajo.
","No tengo información sobre cómo se regula el sistema de votación en una asamblea o elecciones de miembros de un comité de empresa, especialmente con respecto al uso de fracciones y sorteo. La regla sobre la adjudicación de la unidad fraccionaria según la fracción más alta no es claramente explicada, y no tengo conocimiento sobre cómo se aplica el sorteo en este contexto.

Si necesitas más información o tienes preguntas específicas sobre este tema, puedo intentar ayudarte a buscar fuentes relevantes o proporcionarte orientación general sobre los procedimientos electorales.",0.3,0.04,0.16,0.15,0.48471838,0.96
133,¿Qué es un convenio colectivo?,"1. Los convenios colectivos, como resultado de la negociación desarrollada por los representantes de los trabajadores y de los empresarios, constituyen la expresión del acuerdo libremente adoptado por ellos en virtud de su autonomía colectiva.

2. Mediante los convenios colectivos, y en su ámbito correspondiente, los trabajadores y empresarios regulan las condiciones de trabajo y de productividad. Igualmente podrán regular la paz laboral a través de las obligaciones que se pacten.

3. Los convenios colectivos regulados por esta ley obligan a todos los empresarios y trabajadores incluidos dentro de su ámbito de aplicación y durante todo el tiempo de su vigencia.
","Un convenio colectivo es un acuerdo entre representantes de los trabajadores y las empresas, que establece normas y condiciones laborales para una determinada industria o sector específico. Estos acuerdos pueden ser firmados por organizaciones sindicales y patronales, y se publican en el B.O.E. (Boletín Oficial del Estado). Los convenios colectivos pueden incluir aspectos como salarios, horarios de trabajo, vacaciones, promoción económica, entre otros. También pueden establecer medidas de acción positiva para eliminar o compensar situaciones de discriminación entre mujeres y hombres.",0.32,0.08,0.2,0.2,0.5841038,0.96
134,¿Cómo se negocian los convenios colectivos?,"1. Los convenios colectivos tendrán el ámbito de aplicación que las partes acuerden.

2. Las organizaciones sindicales y asociaciones empresariales más representativas, de carácter estatal o de comunidad autónoma, podrán establecer, mediante acuerdos interprofesionales, cláusulas sobre la estructura de la negociación colectiva, fijando, en su caso, las reglas que han de resolver los conflictos de concurrencia entre convenios de distinto ámbito.

Estas cláusulas podrán igualmente pactarse en convenios o acuerdos colectivos sectoriales, de ámbito estatal o autonómico, por aquellos sindicatos y asociaciones empresariales que cuenten con la legitimación necesaria, de conformidad con lo establecido en esta ley.

3. Dichas organizaciones de trabajadores y empresarios podrán igualmente elaborar acuerdos sobre materias concretas. Estos acuerdos, así como los acuerdos interprofesionales a que se refiere el apartado 2, tendrán el tratamiento de esta ley para los convenios colectivos.
","La negociación de convenios colectivos se lleva a cabo mediante la reunión de representantes de los trabajadores y empresarios, quienes deben adoptar un acuerdo libremente. Este acuerdo tiene como objetivo establecer condiciones laborales que permitan el desarrollo adecuado de las actividades y la comunicación con los trabajadores.

La negociación colectiva se puede llevar a cabo mediante acuerdos bilaterales entre representantes de los trabajadores y empresarios, o bien a través de acuerdos interprofesionales de ámbito autonómico que establezcan convenios colectivos provinciales.

Los convenios colectivos deben ser suscritos por los representantes de los trabajadores y empresarios, y su regulación se encuentra en el BOLETÍN OFICIAL DEL ESTADO. En caso de discrepancias, las posibles soluciones se resolverán mediante la autoridad laboral, previo informe de la Inspección de Trabajo y Seguridad Social.",0.47,0.09,0.21,0.19,0.67864746,0.98
135,¿Qué sucede ante la concurrencia de varios convenios colectivos?,"1. Un convenio colectivo, durante su vigencia, no podrá ser afectado por lo dispuesto en convenios de ámbito distinto salvo pacto en contrario, negociado conforme a lo dispuesto en el artículo 83.2, y salvo lo previsto en el apartado siguiente.

2. La regulación de las condiciones establecidas en un convenio de empresa, que podrá negociarse en cualquier momento de la vigencia de convenios colectivos de ámbito superior, tendrá prioridad aplicativa respecto del convenio sectorial estatal, autonómico o de ámbito inferior en las siguientes materias:

a) La cuantía del salario base y de los complementos salariales, incluidos los vinculados a la situación y resultados de la empresa.

b) El abono o la compensación de las horas extraordinarias y la retribución específica del trabajo a turnos.

c) El horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de las vacaciones.

d) La adaptación al ámbito de la empresa del sistema de clasificación profesional de los trabajadores.

e) La adaptación de los aspectos de las modalidades de contratación que se atribuyen por esta ley a los convenios de empresa.

f) Las medidas para favorecer la conciliación entre la vida laboral, familiar y personal.

g) Aquellas otras que dispongan los acuerdos y convenios colectivos a que se refiere el artículo 83.2.

Igual prioridad aplicativa tendrán en estas materias los convenios colectivos para un grupo de empresas o una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas a que se refiere el artículo 87.1.

Los acuerdos y convenios colectivos a que se refiere el artículo 83.2 no podrán disponer de la prioridad aplicativa prevista en este apartado.
","No tengo información específica sobre qué sucede ante la concurrencia de varios convenios colectivos provinciales en función del contexto proporcionado. La regulación de convenios colectivos a nivel autonómico puede variar significativamente entre diferentes autonomías, y las disposiciones legales pueden ser complejas e intrincadas.

Sin embargo, generalmente, cuando se producen concurrencias entre convenios colectivos, es común que se resuelva mediante el principio de prioridad, donde el convenio más específico y detallado prevalece sobre los demás. Esto puede variar según las disposiciones específicas del derecho laboral en cada autonomía.

Es importante tener en cuenta que la interpretación y aplicación de estas normas pueden requerir una análisis detallado de los acuerdos suscritos, así como de las regulaciones legales vigentes en cada caso. En muchos casos, puede ser necesario consultar fuentes jurídicas específicas o buscar asesoramiento legal para obtener una respuesta precisa a esta pregunta.

Si necesitas más información o ayuda para interpretar este tema, estaré encantado de ayudarte a encontrar recursos relevantes o a explorar posibles soluciones.",0.3,0.08,0.15,0.12,0.5715257,0.96
136,¿Cuál es la vigencia de un convenio colectivo?,"1. Corresponde a las partes negociadoras establecer la duración de los convenios, pudiendo eventualmente pactarse distintos periodos de vigencia para cada materia o grupo homogéneo de materias dentro del mismo convenio.

Durante la vigencia del convenio colectivo, los sujetos que reúnan los requisitos de legitimación previstos en los artículos 87 y 88 podrán negociar su revisión.

2. Salvo pacto en contrario, los convenios colectivos se prorrogarán de año en año si no mediara denuncia expresa de las partes.

3. La vigencia de un convenio colectivo, una vez denunciado y concluida la duración pactada, se producirá en los términos que se hubiesen establecido en el propio convenio.

Durante las negociaciones para la renovación de un convenio colectivo, en defecto de pacto, se mantendrá su vigencia, si bien las cláusulas convencionales por las que se hubiera renunciado a la huelga durante la vigencia de un convenio decaerán a partir de su denuncia. Las partes podrán adoptar acuerdos parciales para la modificación de alguno o algunos de sus contenidos prorrogados con el fin de adaptarlos a las condiciones en las que, tras la terminación de la vigencia pactada, se desarrolle la actividad en el sector o en la empresa. Estos acuerdos tendrán la vigencia que las partes determinen.

Mediante los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, se deberán establecer procedimientos de aplicación general y directa para solventar de manera efectiva las discrepancias existentes tras el transcurso del procedimiento de negociación sin alcanzarse un acuerdo, incluido el compromiso previo de someter las discrepancias a un arbitraje, en cuyo caso el laudo arbitral tendrá la misma eficacia jurídica que los convenios colectivos y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91. Dichos acuerdos interprofesionales deberán especificar los criterios y procedimientos de desarrollo del arbitraje, expresando en particular para el caso de imposibilidad de acuerdo en el seno de la comisión negociadora el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral por las partes; en defecto de pacto específico sobre el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral, se entenderá que el arbitraje tiene carácter obligatorio.

Transcurrido un año desde la denuncia del convenio colectivo sin que se haya acordado un nuevo convenio o dictado un laudo arbitral, aquel perderá, salvo pacto en contrario, vigencia y se aplicará, si lo hubiere, el convenio colectivo de ámbito superior que fuera de aplicación.

4. El convenio que sucede a uno anterior deroga en su integridad a este último, salvo los aspectos que expresamente se mantengan.
","La vigencia de un convenio colectivo se regula en los artículos 86 y 87 del texto, pero no especifica qué debe hacerse por escrito. Sin embargo, podemos inferir que es importante comunicar la denuncia o promoción del convenio por escrito, junto con la legitimación, ámbitos y materias objeto de negociación, y también debe haber una respuesta escrita y motivada de la parte receptora en caso de negativa a negociar.",0.18,0.06,0.12,0.1,0.6412396,0.93
137,¿Quién está legitimado para negociar un convenio colectivo?,"1. En representación de los trabajadores estarán legitimados para negociar en los convenios de empresa y de ámbito inferior, el comité de empresa, los delegados de personal, en su caso, o las secciones sindicales si las hubiere que, en su conjunto, sumen la mayoría de los miembros del comité.

La intervención en la negociación corresponderá a las secciones sindicales cuando estas así lo acuerden, siempre que sumen la mayoría de los miembros del comité de empresa o entre los delegados de personal.

Cuando se trate de convenios para un grupo de empresas, así como en los convenios que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la legitimación para negociar en representación de los trabajadores será la que se establece en el apartado 2 para la negociación de los convenios sectoriales.

2. En los convenios sectoriales estarán legitimados para negociar en representación de los trabajadores:

a) Los sindicatos que tengan la consideración de más representativos a nivel estatal, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

b) Los sindicatos que tengan la consideración de más representativos a nivel de comunidad autónoma respecto de los convenios que no trasciendan de dicho ámbito territorial, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

c) Los sindicatos que cuenten con un mínimo del diez por ciento de los miembros de los comités de empresa o delegados de personal en el ámbito geográfico y funcional al que se refiera el convenio.

3. En representación de los empresarios estarán legitimados para negociar:

a) En los convenios de empresa o ámbito inferior, el propio empresario.

b) En los convenios de grupo de empresas y en los que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la representación de dichas empresas.

c) En los convenios colectivos sectoriales, las asociaciones empresariales que en el ámbito geográfico y funcional del convenio cuenten con el diez por ciento de los empresarios, en el sentido del artículo 1.2, y siempre que estas den ocupación a igual porcentaje de los trabajadores afectados, así como aquellas asociaciones empresariales que en dicho ámbito den ocupación al quince por ciento de los trabajadores afectados.

",La empresa y el comité o delegados de personal están legitimados para negociar un convenio colectivo.,0.07,0.04,0.07,0.07,0.7981763,0.8
138,¿Qué es la comisión negociadora respecto a los convenios colectivos?,"3. La designación de los componentes de la comisión corresponderá a las partes negociadoras, quienes de mutuo acuerdo podrán designar un presidente y contar con la asistencia en las deliberaciones de asesores, que intervendrán, igual que el presidente, con voz pero sin voto.

4. En los convenios sectoriales el número de miembros en representación de cada parte no excederá de quince. En el resto de los convenios no se superará el número de trece.

5. Si la comisión negociadora optara por la no elección de un presidente, las partes deberán consignar en el acta de la sesión constitutiva de la comisión los procedimientos a emplear para moderar las sesiones y deberá firmar las actas que correspondan a las mismas un representante de cada una de ellas, junto con el secretario.
","La Comisión Negociadora se refiere a una entidad creada para facilitar la negociación colectiva en casos de extensión de un convenio colectivo. Su objetivo es ayudar a las partes a llegar a acuerdos sobre las condiciones de trabajo, especialmente en situaciones de crisis o cambio en el empleo.

La Comisión Negociadora se establece para:

* Estudio, información y elaboración de documentación sobre la negociación colectiva
* Difusión de la misma mediante el Observatorio de la Negociación Colectiva
* Intervención en los procedimientos de solución de discrepancias en casos de desacuerdo durante el periodo de consultas

La Comisión Negociadora está integrada por un máximo de 13 miembros, cada uno representando a una parte (empresas y sindicatos), y se establece para empresas con entre cien y 300 trabajadores. En empresas que ocupen más de 300 trabajadores, la comisión negociadora estará compuesta por treinta trabajadores.

En resumen, la Comisión Negociadora es un mecanismo que ayuda a las partes a negociar colectivamente en situaciones complejas, garantizando que se puedan encontrar soluciones para los trabajadores afectados.",0.46,0.12,0.24,0.15,0.5049406,0.96
139,¿Cómo se tramita el convenio colectivo?,"1. La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación. En el supuesto de que la promoción sea el resultado de la denuncia de un convenio colectivo vigente, la comunicación deberá efectuarse simultáneamente con el acto de la denuncia. De esta comunicación se enviará copia, a efectos de registro, a la autoridad laboral correspondiente en función del ámbito territorial del convenio.

2. En el plazo máximo de un mes a partir de la recepción de la comunicación, se procederá a constituir la comisión negociadora; la parte receptora de la comunicación deberá responder a la propuesta de negociación y ambas partes establecerán un calendario o plan de negociación.

3. Los acuerdos de la comisión requerirán, en cualquier caso, el voto favorable de la mayoría de cada una de las dos representaciones.

4. En cualquier momento de las deliberaciones, las partes podrán acordar la intervención de un mediador designado por ellas.
","La tramitación del convenio colectivo implica una serie de pasos, como:

1. Presentación de la propuesta al comité o delegados de personal.
2. Evaluación y aprobación de la propuesta por parte del comité o delegados de personal.
3. Negociación con los representantes de la empresa para llegar a un acuerdo.
4. Aprobación del convenio colectivo por parte del comité o delegados de personal.
5. Publicación del convenio colectivo en el boletín oficial del Estado.

Es importante tener en cuenta que cada paso puede variar dependiendo de las especificidades de la empresa y la legislación aplicable.",0.36,0.1,0.21,0.18,0.5664288,0.96
140,¿Qué requiere un convenio colectivo para que sea válido?,"1. Los convenios colectivos a que se refiere esta ley han de formalizarse por escrito, bajo sanción de nulidad.

2. Los convenios deberán ser presentados ante la autoridad laboral competente, a los solos efectos de registro, dentro del plazo de quince días a partir del momento en que las partes negociadoras lo firmen. Una vez registrado, el convenio será remitido al órgano público competente para su depósito.

3. En el plazo máximo de veinte días desde la presentación del convenio en el registro se dispondrá por la autoridad laboral su publicación obligatoria y gratuita en el «Boletín Oficial del Estado» o en el correspondiente boletín oficial de la comunidad autónoma o de la provincia, en función del ámbito territorial del convenio.

4. El convenio entrará en vigor en la fecha en que acuerden las partes.

5. Si la autoridad laboral estimase que algún convenio conculca la legalidad vigente o lesiona gravemente el interés de terceros, se dirigirá de oficio a la jurisdicción social, la cual resolverá sobre las posibles deficiencias previa audiencia de las partes, conforme a lo establecido en la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social.

6. Sin perjuicio de lo establecido en el apartado anterior, la autoridad laboral velará por el respeto 
","No tengo información suficiente para determinar con certeza qué requiere un convenio colectivo para que sea válido. Sin embargo, en general, los convenios colectivos deben cumplir con ciertos requisitos legales establecidos por la legislación laboral de cada país, como ser firmado por representantes de las partes interesadas, ser notificado a las autoridades competentes y cumplir con ciertas normas y procedimientos. Es importante consultar la legislación específica del país o región en la que se aplica para obtener más información precisa.",0.24,0.04,0.15,0.14,0.55935943,0.96
141,¿Cómo se aplica e interpreta un convenio colectivo?,"3. En los supuestos de conflicto colectivo relativo a la interpretación o aplicación del convenio deberá intervenir la comisión paritaria del mismo con carácter previo al planteamiento formal del conflicto en el ámbito de los procedimientos no judiciales a que se refiere el apartado anterior o ante el órgano judicial competente.
","En un convenio colectivo, la aplicación y interpretación de sus normas pueden realizarse de la siguiente manera:

1. **Negociación con la comisión cuyos miembros son designados por los sindicatos**: En este caso, el empresario puede atribuir su representación a las organizaciones empresariales en las que esté integrado, siempre que sean más representativas a nivel autonómico.

2. **Procedimiento para empresas con múltiples centros de trabajo**:
 * Si existe un comité intercentros con esa función en el convenio colectivo, este será el interlocutor principal.
 * En su falta, se constituirá una comisión representativa formada de acuerdo a las reglas establecidas, distribuyendo los puestos del comité proporcionalmente entre cada empresa.

3. **No aplicación en empresas concursales**: El coste de la elaboración e implantación de un plan no recaerá sobre los trabajadores ni sobre la empresa productiva o empresaria.

4. **Cambio en el colegio y normas electorales**: Si se establece un nuevo colegio adaptado a una composición diferente, las normas electorales se adaptarán a este número de colegios.

En resumen, la aplicación y interpretación de un convenio colectivo depende de cómo se haya acordado su procedimiento en el convenio mismo.",0.23,0.04,0.14,0.16,0.5289558,0.9
142,¿Cómo se produce la adhesión y extensión de un convenio colectivo?,"1. En las respectivas unidades de negociación, las partes legitimadas para negociar podrán adherirse, de común acuerdo, a la totalidad de un convenio colectivo en vigor, siempre que no estuvieran afectadas por otro, comunicándolo a la autoridad laboral competente a efectos de registro.

2. El Ministerio de Empleo y Seguridad Social, o el órgano correspondiente de las comunidades autónomas con competencia en la materia, podrán extender, con los efectos previstos en el artículo 82.3, las disposiciones de un convenio colectivo en vigor a una pluralidad de empresas y trabajadores o a un sector o subsector de actividad, por los perjuicios derivados para los mismos de la imposibilidad de suscribir en dicho ámbito un convenio colectivo de los previstos en este título III, debida a la ausencia de partes legitimadas para ello.

La decisión de extensión se adoptará siempre a instancia de parte y mediante la tramitación del procedimiento que reglamentariamente se determine, cuya duración no podrá exceder de tres meses, teniendo la ausencia de resolución expresa en el plazo establecido efectos desestimatorios de la solicitud.

Tendrán capacidad para iniciar el procedimiento de extensión quienes se hallen legitimados para promover la negociación colectiva en el ámbito correspondiente conforme a lo dispuesto en el artículo 87.2 y 3.
","La adhesión y extensión de un convenio colectivo requiere que ambas partes estén de acuerdo con sus términos. Esto significa que la parte promoviente debe comunicar los términos del convenio a la otra parte receptora, lo cual se debe hacer por escrito.

Antes de cualquier negociación, esta comunicación debe ser recibida y registrada en un acto público o administrativo de registro, según lo establecido en el artículo anterior. 

En caso de violencia, la adhesión y extensión del convenio deben realizarse mediante un acuerdo escrito entre ambas partes.",0.34,0.08,0.17,0.18,0.6440022,0.96
