,question,ground_truth,answer,rouge1,rouge2,rougeL,f1,sas,bertscore
117,¿Qué es un delegado de personal?,"1. La representación de los trabajadores en la empresa o centro de trabajo que tengan menos de cincuenta y más de diez trabajadores corresponde a los delegados de personal. Igualmente podrá haber un delegado de personal en aquellas empresas o centros que cuenten entre seis y diez trabajadores, si así lo decidieran estos por mayoría.

Los trabajadores elegirán, mediante sufragio libre, personal, secreto y directo a los delegados de personal en el número siguiente: hasta treinta trabajadores, uno; de treinta y uno a cuarenta y nueve, tres.

2. Los delegados de personal ejercerán mancomunadamente ante el empresario la representación para la que fueron elegidos y tendrán las mismas competencias establecidas para los comités de empresa.","Un delegado de personal es una figura que representa a los trabajadores dentro de una empresa, y tiene la autoridad para tomar decisiones en su nombre. También puede ser el encargado de recibir información y realizar gestiones en nombre de los trabajadores.",0.27,0.08,0.18,0.15,0.65615445,0.96
118,¿Qué es un comité de empresa?,"1. El comité de empresa es el órgano representativo y colegiado del conjunto de los trabajadores en la empresa o centro de trabajo para la defensa de sus intereses, constituyéndose en cada centro de trabajo cuyo censo sea de cincuenta o más trabajadores.

2. En la empresa que tenga en la misma provincia, o en municipios limítrofes, dos o más centros de trabajo cuyos censos no alcancen los cincuenta trabajadores, pero que en su conjunto lo sumen, se constituirá un comité de empresa conjunto. Cuando unos centros tengan cincuenta trabajadores y otros de la misma provincia no, en los primeros se constituirán comités de empresa propios y con todos los segundos se constituirá otro.

3. Solo por convenio colectivo podrá pactarse la constitución y funcionamiento de un comité intercentros con un máximo de trece miembros, que serán designados de entre los componentes de los distintos comités de centro.

En la constitución del comité intercentros se guardará la proporcionalidad de los sindicatos según los resultados electorales considerados globalmente.

Tales comités intercentros no podrán arrogarse otras funciones que las que expresamente se les conceda en el convenio colectivo en que se acuerde su creación.
","Un comité de empresa es el órgano representativo y colegiado del conjunto de los trabajadores en una empresa o centro de trabajo, cuya constitución se regula por el artículo 63 del Estatuto de los Trabajadores. Su función principal es la defensa de los intereses de los trabajadores en la empresa.",0.33,0.2,0.25,0.17,0.67647266,0.93
119,¿Quién forma el comité de empresa?,"2. Los comités de empresa o centro de trabajo elegirán de entre sus miembros un presidente y un secretario del comité, y elaborarán su propio reglamento de procedimiento, que no podrá contravenir lo dispuesto en la ley, remitiendo copia del mismo a la autoridad laboral, a efectos de registro, y a la empresa.
","El comité de empresa se forma con todos los trabajadores en un centro de trabajo cuyo censo sea de cincuenta o más trabajadores, según el artículo 63.1 del Reglamento de Trabajo.",0.35,0.09,0.22,0.19,0.46484393,0.94
120,¿Qué garantías tienen el comité de empresa y los delegados de personal?,"Los miembros del comité de empresa y los delegados de personal, como representantes legales de los trabajadores, tendrán, a salvo de lo que se disponga en los convenios colectivos, las siguientes garantías:

a) Apertura de expediente contradictorio en el supuesto de sanciones por faltas graves o muy graves, en el que serán oídos, aparte del interesado, el comité de empresa o restantes delegados de personal.

b) Prioridad de permanencia en la empresa o centro de trabajo respecto de los demás trabajadores, en los supuestos de suspensión o extinción por causas tecnológicas o económicas.

c) No ser despedido ni sancionado durante el ejercicio de sus funciones ni dentro del año siguiente a la expiración de su mandato, salvo en caso de que esta se produzca por revocación o dimisión, siempre que el despido o sanción se base en la acción del trabajador en el ejercicio de su representación, sin perjuicio, por tanto, de lo establecido en el artículo 54. Asimismo no podrá ser discriminado en su promoción económica o profesional en razón, precisamente, del desempeño de su representación.

d) Expresar, colegiadamente si se trata del comité, con libertad sus opiniones en las materias concernientes a la esfera de su representación, pudiendo publicar y distribuir, sin perturbar el normal desenvolvimiento del trabajo, las publicaciones de interés laboral o social, comunicándolo a la empresa.

e) Disponer de un crédito de horas mensuales retribuidas cada uno de los miembros del comité o delegado de personal en cada centro de trabajo, para el ejercicio de sus funciones de representación, de acuerdo con la siguiente escala:

1.º Hasta cien trabajadores, quince horas.

2.º De ciento uno a doscientos cincuenta trabajadores, veinte horas.

3.º De doscientos cincuenta y uno a quinientos trabajadores, treinta horas.

4.º De quinientos uno a setecientos cincuenta trabajadores, treinta y cinco horas.

5.º De setecientos cincuenta y uno en adelante, cuarenta horas.

Podrá pactarse en convenio colectivo la acumulación de horas de los distintos miembros del comité de empresa y, en su caso, de los delegados de personal, en uno o varios de sus componentes, sin rebasar el máximo total, pudiendo quedar relevado o relevados del trabajo, sin perjuicio de su remuneración.
","No tengo información específica sobre las garantías del comité de empresa y los delegados de personal en este contexto legal. Sin embargo, puedo decir que los delegados de personal ejercen mancomunadamente ante el empresario la representación para la que fueron elegidos y tienen competencias establecidas para los comités de empresa.",0.16,0.07,0.12,0.08,0.46045825,0.91
121,¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley.","No tengo información específica sobre cómo se elige a los delegados de personal y a los miembros del comité de empresa en función de cuántos trabajadores tenga cada centro. Sin embargo, puedo decir que según el artículo 62, la representación de los trabajadores corresponde a los delegados de personal si tienen menos de cincuenta y más de diez trabajadores. Los trabajadores elegirán a los delegados de personal mediante sufragio libre, personal, secreto y directo.",0.44,0.19,0.28,0.33,0.6534898,0.98
122,¿Cómo se vota a los delegados de personal?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
","No tengo información específica sobre cómo se vota a los delegados de personal. Sin embargo, puedo decir que, según el contexto proporcionado, cuando una vacante se produce entre los delegados de personal por faltas graves o por mayoría de los miembros del comité, se cubrirá automáticamente por el trabajador que hubiera obtenido en la votación un número de votos inmediatamente inferior al último de los elegidos.",0.44,0.14,0.23,0.22,0.44932574,0.98
123,¿Cómo se vota el comité de empresa?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. 

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
","No tengo información específica sobre cómo se vota en un comité de empresa, pero puedo decirte que en general, los comités de empresa se eligen a través de una votación entre los trabajadores, donde cada trabajador tiene derecho a voto. El número de votos que recibe cada candidato depende del número de votos que obtiene su representante sindical.",0.34,0.05,0.16,0.17,0.5342011,0.91
124,¿Cómo están representados los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos?,1. Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada estarán representados por los órganos que se establecen en este título conjuntamente con los trabajadores fijos de plantilla.,"Según el artículo 72, los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos están representados por los órganos que se establecen en este título conjuntamente con los trabajadores fijos de plantilla. En cuanto a la forma de contar a los trabajadores no fijos, según el artículo 72, se computan como trabajadores fijos de plantilla aquellos que prestan servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada superior a un año. Los contratados por término de hasta un año se computan según el número de días trabajados en el periodo de un año anterior a la convocatoria de la elección, con una proporción de 200 días por trabajador más.",0.39,0.37,0.31,0.32,0.7617822,0.95
125,¿Cómo se forma la mesa electoral?,"1. En la empresa o centro de trabajo se constituirá una mesa por cada colegio de doscientos cincuenta trabajadores electores o fracción.

2. La mesa será la encargada de vigilar todo el proceso electoral, presidir la votación, realizar el escrutinio, levantar el acta correspondiente y resolver cualquier reclamación que se presente.

3. La mesa estará formada por el presidente, que será el trabajador de más antigüedad en la empresa, y dos vocales, que serán los electores de mayor y menor edad. Este último actuará de secretario. Se designarán suplentes a aquellos trabajadores que sigan a los titulares de la mesa en el orden indicado de antigüedad o edad.

4. Ninguno de los componentes de la mesa podrá ser candidato y, de serlo, le sustituirá en ella su suplente.

5. Cada candidato o candidatura, en su caso, podrá nombrar un interventor por mesa. Asimismo, el empresario podrá designar un representante suyo que asista a la votación y al escrutinio.
","La mesa electoral se forma con base en el número de trabajadores electores o fracción en cada colegio, estableciéndose una mesa por cada uno de ellos. Está compuesta por un presidente y dos vocales, que son elegidos según la antigüedad o edad de los trabajadores, y se designan suplentes para casos de ausencia o incompatibilidad.",0.39,0.15,0.24,0.2,0.6608997,0.95
126,¿Cuáles son las funciones de la mesa electoral?,"a) Hará público entre los trabajadores el censo laboral con indicación de quiénes son electores.

b) Fijará el número de representantes y la fecha tope para la presentación de candidaturas.

c) Recibirá y proclamará las candidaturas que se presenten.

d) Señalará la fecha de votación.

e) Redactará el acta de escrutinio en un plazo no superior a tres días naturales.

","La mesa electoral tiene varias funciones en el proceso electoral:

1. **Organización y coordinación**: La mesa electoral se encarga de organizar y coordinar el proceso electoral, incluyendo la designación de los trabajadores que forman los colegios electorales.
2. **Verificación de votos**: La mesa electoral verifica los votos emitidos por los electores, asegurándose de que estén firmados y sean legítimos.
3. **Contado de votos**: La mesa electoral cuenta los votos emitidos en cada colegio electoral y determina el número de votos válidos.
4. **Adjudicación de resultados**: Si hay cocientes con fracciones en la división del número total de votos entre los trabajadores, la mesa electoral adjudica la unidad fraccionaria al grupo que correspondería la fracción más alta, y si son iguales, se hace por sorteo.
5. **Declaración de resultados**: La mesa electoral declara los resultados oficiales de las elecciones.",0.27,0.06,0.14,0.14,0.6714796,0.93
127,¿Cómo se efectúa el acto de la votación de los delegados y comités de empresa?,"1. El acto de la votación se efectuará en el centro o lugar de trabajo y durante la jornada laboral, teniéndose en cuenta las normas que regulen el voto por correo.

El empresario facilitará los medios precisos para el normal desarrollo de la votación y de todo el proceso electoral.

2. El voto será libre, secreto, personal y directo, depositándose las papeletas, que en tamaño, color, impresión y calidad del papel serán de iguales características, en urnas cerradas.

3. Inmediatamente después de celebrada la votación, la mesa electoral procederá públicamente al recuento de votos mediante la lectura por el presidente, en voz alta, de las papeletas.
",No sé cómo se efectúa el acto de la votación de los delegados y comités de empresa.,0.17,0.1,0.16,0.13,0.44730726,0.93
128,¿Cuál es el procedimiento de las impugnaciones en materia electoral?,"Las impugnaciones en materia electoral se tramitarán conforme al procedimiento arbitral regulado en este artículo, con excepción de las denegaciones de inscripción, cuyas reclamaciones podrán plantearse directamente ante la jurisdicción social.","La impugnación en materia electoral se tramitará según el procedimiento arbitral regulado en el artículo 76, con excepción de las denegaciones de inscripción, que se podrán plantear directamente ante la jurisdicción social. Para impugnar, debe haber interés legítimo y existir vicios graves que afecten las garantías del proceso electoral y alteren su resultado.",0.6,0.45,0.58,0.45,0.650985,0.98
129,¿Cuál es el régimen de las asambleas de trabajadores?,"los trabajadores de una misma empresa o centro de trabajo tienen derecho a reunirse en asamblea.

La asamblea podrá ser convocada por los delegados de personal, el comité de empresa o centro de trabajo, o por un número de trabajadores no inferior al treinta y tres por ciento de la plantilla. La asamblea será presidida, en todo caso, por el comité de empresa o por los delegados de personal mancomunadamente, que serán responsables del normal desarrollo de la misma, así como de la presencia en la asamblea de personas no pertenecientes a la empresa. Solo podrá tratarse en ella de asuntos que figuren previamente incluidos en el orden del día. La presidencia comunicará al empresario la convocatoria y los nombres de las personas no pertenecientes a la empresa que vayan a asistir a la asamblea y acordará con este las medidas oportunas para evitar perjuicios en la actividad normal de la empresa.
","La respuesta correcta es b) El horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de las vacaciones.",0.18,0.03,0.14,0.11,0.6020253,0.92
130,¿Dónde podrán reunirse las asambleas de trabajadores?,"1. El lugar de reunión será el centro de trabajo, si las condiciones del mismo lo permiten, y la misma tendrá lugar fuera de las horas de trabajo, salvo acuerdo con el empresario.

2. El empresario deberá facilitar el centro de trabajo para la celebración de la asamblea, salvo en los siguientes casos:
","Para reunirse, las asambleas de trabajadores podrán elegir entre:

*   Entenderse en cada centro de trabajo en el que trabajen por sí solos.
*   Reunirse en un solo lugar y dividirse a partes iguales, sin ser obligado a decidir en las otras por si no acordar.

La elección se tomará mediante votación de los trabajadores presentes.",0.34,0.05,0.2,0.18,0.60319746,0.96
131,¿Qué se debe realizar con la convocatoria de la reunión?,"La convocatoria, con expresión del orden del día propuesto por los convocantes, se comunicará al empresario con cuarenta y ocho horas de antelación, como mínimo, debiendo este acusar recibo.
","La convocatoria de la reunión debería ser comunicada a los representantes de los trabajadores y a la autoridad laboral dentro del plazo establecido, ya sea para comunicar una decisión sobre la suspensión de contratos o reducción temporal de jornada o para informar sobre la caducidad del procedimiento.",0.26,0.02,0.19,0.13,0.41494188,0.95
132,¿Cómo se regula el sistema de votación de una asamblea?,"Cuando se someta a la asamblea por parte de los convocantes la adopción de acuerdos que afecten al conjunto de los trabajadores, se requerirá para la validez de aquellos el voto favorable personal, libre, directo y secreto, incluido el voto por correo, de la mitad más uno de los trabajadores de la empresa o centro de trabajo.
",No tengo información específica sobre cómo se regula el sistema de votación de una asamblea en relación con un convenio colectivo o la consulta en el supuesto de extensión de un convenio colectivo regulado en el artículo 92.,0.21,0.02,0.15,0.13,0.46178037,0.94
133,¿Qué es un convenio colectivo?,"1. Los convenios colectivos, como resultado de la negociación desarrollada por los representantes de los trabajadores y de los empresarios, constituyen la expresión del acuerdo libremente adoptado por ellos en virtud de su autonomía colectiva.

2. Mediante los convenios colectivos, y en su ámbito correspondiente, los trabajadores y empresarios regulan las condiciones de trabajo y de productividad. Igualmente podrán regular la paz laboral a través de las obligaciones que se pacten.

3. Los convenios colectivos regulados por esta ley obligan a todos los empresarios y trabajadores incluidos dentro de su ámbito de aplicación y durante todo el tiempo de su vigencia.
",Un convenio colectivo es un acuerdo entre organizaciones sindicales y asociaciones empresariales que establecen condiciones laborales y derechos para sus miembros.,0.11,0.02,0.09,0.07,0.66796154,0.94
134,¿Cómo se negocian los convenios colectivos?,"1. Los convenios colectivos tendrán el ámbito de aplicación que las partes acuerden.

2. Las organizaciones sindicales y asociaciones empresariales más representativas, de carácter estatal o de comunidad autónoma, podrán establecer, mediante acuerdos interprofesionales, cláusulas sobre la estructura de la negociación colectiva, fijando, en su caso, las reglas que han de resolver los conflictos de concurrencia entre convenios de distinto ámbito.

Estas cláusulas podrán igualmente pactarse en convenios o acuerdos colectivos sectoriales, de ámbito estatal o autonómico, por aquellos sindicatos y asociaciones empresariales que cuenten con la legitimación necesaria, de conformidad con lo establecido en esta ley.

3. Dichas organizaciones de trabajadores y empresarios podrán igualmente elaborar acuerdos sobre materias concretas. Estos acuerdos, así como los acuerdos interprofesionales a que se refiere el apartado 2, tendrán el tratamiento de esta ley para los convenios colectivos.
","Para negociar un convenio colectivo, las partes deben establecer la duración de los convenios y, en su caso, pactar distintos periodos de vigencia para cada materia o grupo homogéneo de materias. Durante la vigencia del convenio, los sujetos que reúnen los requisitos de legitimación pueden negociar su revisión.

Si no se denuncia expresa las partes, los convenios colectivos se prorrogan de año en año. Sin embargo, una vez denunciado y concluida la duración pactada, la vigencia del convenio colectivo se produce según lo establecido en el propio convenio.

Durante las negociaciones para la renovación de un convenio colectivo, si no hay pacto en contra, se mantiene su vigencia y se revisan las cláusulas convencionales por las que se hubiera renunciado a la huelga durante la vigencia del convenio.",0.39,0.08,0.21,0.17,0.6491854,0.96
135,¿Qué sucede ante la concurrencia de varios convenios colectivos?,"1. Un convenio colectivo, durante su vigencia, no podrá ser afectado por lo dispuesto en convenios de ámbito distinto salvo pacto en contrario, negociado conforme a lo dispuesto en el artículo 83.2, y salvo lo previsto en el apartado siguiente.

2. La regulación de las condiciones establecidas en un convenio de empresa, que podrá negociarse en cualquier momento de la vigencia de convenios colectivos de ámbito superior, tendrá prioridad aplicativa respecto del convenio sectorial estatal, autonómico o de ámbito inferior en las siguientes materias:

a) La cuantía del salario base y de los complementos salariales, incluidos los vinculados a la situación y resultados de la empresa.

b) El abono o la compensación de las horas extraordinarias y la retribución específica del trabajo a turnos.

c) El horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de las vacaciones.

d) La adaptación al ámbito de la empresa del sistema de clasificación profesional de los trabajadores.

e) La adaptación de los aspectos de las modalidades de contratación que se atribuyen por esta ley a los convenios de empresa.

f) Las medidas para favorecer la conciliación entre la vida laboral, familiar y personal.

g) Aquellas otras que dispongan los acuerdos y convenios colectivos a que se refiere el artículo 83.2.

Igual prioridad aplicativa tendrán en estas materias los convenios colectivos para un grupo de empresas o una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas a que se refiere el artículo 87.1.

Los acuerdos y convenios colectivos a que se refiere el artículo 83.2 no podrán disponer de la prioridad aplicativa prevista en este apartado.
","Ante la concurrencia de varios convenios colectivos, no se especifica claramente qué sucede. Sin embargo, se indica que el conocimiento y resolución de las cuestiones derivadas de la aplicación e interpretación de los convenios colectivos corresponde a la comisión paritaria de los mismos (apartado 1 del artículo 91).",0.18,0.06,0.14,0.09,0.52303475,0.92
136,¿Cuál es la vigencia de un convenio colectivo?,"1. Corresponde a las partes negociadoras establecer la duración de los convenios, pudiendo eventualmente pactarse distintos periodos de vigencia para cada materia o grupo homogéneo de materias dentro del mismo convenio.

Durante la vigencia del convenio colectivo, los sujetos que reúnan los requisitos de legitimación previstos en los artículos 87 y 88 podrán negociar su revisión.

2. Salvo pacto en contrario, los convenios colectivos se prorrogarán de año en año si no mediara denuncia expresa de las partes.

3. La vigencia de un convenio colectivo, una vez denunciado y concluida la duración pactada, se producirá en los términos que se hubiesen establecido en el propio convenio.

Durante las negociaciones para la renovación de un convenio colectivo, en defecto de pacto, se mantendrá su vigencia, si bien las cláusulas convencionales por las que se hubiera renunciado a la huelga durante la vigencia de un convenio decaerán a partir de su denuncia. Las partes podrán adoptar acuerdos parciales para la modificación de alguno o algunos de sus contenidos prorrogados con el fin de adaptarlos a las condiciones en las que, tras la terminación de la vigencia pactada, se desarrolle la actividad en el sector o en la empresa. Estos acuerdos tendrán la vigencia que las partes determinen.

Mediante los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, se deberán establecer procedimientos de aplicación general y directa para solventar de manera efectiva las discrepancias existentes tras el transcurso del procedimiento de negociación sin alcanzarse un acuerdo, incluido el compromiso previo de someter las discrepancias a un arbitraje, en cuyo caso el laudo arbitral tendrá la misma eficacia jurídica que los convenios colectivos y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91. Dichos acuerdos interprofesionales deberán especificar los criterios y procedimientos de desarrollo del arbitraje, expresando en particular para el caso de imposibilidad de acuerdo en el seno de la comisión negociadora el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral por las partes; en defecto de pacto específico sobre el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral, se entenderá que el arbitraje tiene carácter obligatorio.

Transcurrido un año desde la denuncia del convenio colectivo sin que se haya acordado un nuevo convenio o dictado un laudo arbitral, aquel perderá, salvo pacto en contrario, vigencia y se aplicará, si lo hubiere, el convenio colectivo de ámbito superior que fuera de aplicación.

4. El convenio que sucede a uno anterior deroga en su integridad a este último, salvo los aspectos que expresamente se mantengan.
","No puedo proporcionar una respuesta específica a tu pregunta, pero sí puedo decirte qué es lo que sabemos sobre la vigencia de los convenios colectivos. 

La vigencia de un convenio colectivo se refiere al período de tiempo durante el cual es válido y efectivo el acuerdo negociado entre las partes interesadas.",0.11,0.05,0.09,0.1,0.6017866,0.89
137,¿Quién está legitimado para negociar un convenio colectivo?,"1. En representación de los trabajadores estarán legitimados para negociar en los convenios de empresa y de ámbito inferior, el comité de empresa, los delegados de personal, en su caso, o las secciones sindicales si las hubiere que, en su conjunto, sumen la mayoría de los miembros del comité.

La intervención en la negociación corresponderá a las secciones sindicales cuando estas así lo acuerden, siempre que sumen la mayoría de los miembros del comité de empresa o entre los delegados de personal.

Cuando se trate de convenios para un grupo de empresas, así como en los convenios que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la legitimación para negociar en representación de los trabajadores será la que se establece en el apartado 2 para la negociación de los convenios sectoriales.

2. En los convenios sectoriales estarán legitimados para negociar en representación de los trabajadores:

a) Los sindicatos que tengan la consideración de más representativos a nivel estatal, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

b) Los sindicatos que tengan la consideración de más representativos a nivel de comunidad autónoma respecto de los convenios que no trasciendan de dicho ámbito territorial, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

c) Los sindicatos que cuenten con un mínimo del diez por ciento de los miembros de los comités de empresa o delegados de personal en el ámbito geográfico y funcional al que se refiera el convenio.

3. En representación de los empresarios estarán legitimados para negociar:

a) En los convenios de empresa o ámbito inferior, el propio empresario.

b) En los convenios de grupo de empresas y en los que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la representación de dichas empresas.

c) En los convenios colectivos sectoriales, las asociaciones empresariales que en el ámbito geográfico y funcional del convenio cuenten con el diez por ciento de los empresarios, en el sentido del artículo 1.2, y siempre que estas den ocupación a igual porcentaje de los trabajadores afectados, así como aquellas asociaciones empresariales que en dicho ámbito den ocupación al quince por ciento de los trabajadores afectados.

","Según el artículo 86, las siguientes personas están legitimadas para negociar un convenio colectivo:

*   Los trabajadores y los representantes de los trabajadores (artículo 87)
*   Los empleadores y sus representantes (artículo 88)

En otras palabras, cualquier persona que cumpla con los requisitos legales establecidos en los artículos 87 y 88 puede participar en las negociaciones para crear o renovar un convenio colectivo.",0.14,0.03,0.11,0.08,0.7223122,0.92
138,¿Qué es la comisión negociadora respecto a los convenios colectivos?,"3. La designación de los componentes de la comisión corresponderá a las partes negociadoras, quienes de mutuo acuerdo podrán designar un presidente y contar con la asistencia en las deliberaciones de asesores, que intervendrán, igual que el presidente, con voz pero sin voto.

4. En los convenios sectoriales el número de miembros en representación de cada parte no excederá de quince. En el resto de los convenios no se superará el número de trece.

5. Si la comisión negociadora optara por la no elección de un presidente, las partes deberán consignar en el acta de la sesión constitutiva de la comisión los procedimientos a emplear para moderar las sesiones y deberá firmar las actas que correspondan a las mismas un representante de cada una de ellas, junto con el secretario.
","La Comisión Negociadora es un elemento clave en el proceso de negociación colectiva, ya que se encarga del estudio, información y elaboración de documentación sobre la misma. También se encuentra involucrada en la difusión de la información a través del Observatorio de la Negotiation Collective.

Además, según lo establecido en el artículo 92, la Comisión Negociadora intervendrá en los procedimientos de solución de discrepancias en casos de desacuerdo durante el periodo de consultas, para aplicar las condiciones de trabajo establecidas en los convenios colectivos.

Es importante destacar que la composición y organización de la Comisión Consultiva Nacional de Convenios Colectivos se regulará mediante reglamento, y sus procedimientos de actuación también serán definidos. Sin embargo, su funcionamiento y decisiones se entenderán siempre sin perjuicio de las atribuciones correspondientes a la jurisdicción y a la autoridad laboral en los términos establecidos por las leyes.",0.44,0.12,0.24,0.12,0.5996472,0.97
139,¿Cómo se tramita el convenio colectivo?,"1. La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación. En el supuesto de que la promoción sea el resultado de la denuncia de un convenio colectivo vigente, la comunicación deberá efectuarse simultáneamente con el acto de la denuncia. De esta comunicación se enviará copia, a efectos de registro, a la autoridad laboral correspondiente en función del ámbito territorial del convenio.

2. En el plazo máximo de un mes a partir de la recepción de la comunicación, se procederá a constituir la comisión negociadora; la parte receptora de la comunicación deberá responder a la propuesta de negociación y ambas partes establecerán un calendario o plan de negociación.

3. Los acuerdos de la comisión requerirán, en cualquier caso, el voto favorable de la mayoría de cada una de las dos representaciones.

4. En cualquier momento de las deliberaciones, las partes podrán acordar la intervención de un mediador designado por ellas.
","Una pregunta interesante sobre el convenio colectivo.

Respecto al trámites del convenio colectivo, se puede concluir lo siguiente:

* El conocimiento y resolución de cuestiones derivadas de la aplicación e interpretación de los convenios colectivos corresponde a la Comisión Paritaria de los mismos.
* Sin embargo, se establecen procedimientos alternativos como la mediación y el arbitraje para resolver controversias colectivas, lo que permite una solución más rápida y eficiente.
* Además, la Comisión Consultiva Nacional de Convenios Colectivos tiene un papel importante en la elaboración de documentación sobre la negociación colectiva y en la difusión de la misma.

En resumen, el trámite del convenio colectivo involucra a la Comisión Paritaria, la mediación y el arbitraje, así como la intervención de la Comisión Consultiva Nacional de Convenios Colectivos.",0.38,0.13,0.24,0.11,0.5989408,0.97
140,¿Qué requiere un convenio colectivo para que sea válido?,"1. Los convenios colectivos a que se refiere esta ley han de formalizarse por escrito, bajo sanción de nulidad.

2. Los convenios deberán ser presentados ante la autoridad laboral competente, a los solos efectos de registro, dentro del plazo de quince días a partir del momento en que las partes negociadoras lo firmen. Una vez registrado, el convenio será remitido al órgano público competente para su depósito.

3. En el plazo máximo de veinte días desde la presentación del convenio en el registro se dispondrá por la autoridad laboral su publicación obligatoria y gratuita en el «Boletín Oficial del Estado» o en el correspondiente boletín oficial de la comunidad autónoma o de la provincia, en función del ámbito territorial del convenio.

4. El convenio entrará en vigor en la fecha en que acuerden las partes.

5. Si la autoridad laboral estimase que algún convenio conculca la legalidad vigente o lesiona gravemente el interés de terceros, se dirigirá de oficio a la jurisdicción social, la cual resolverá sobre las posibles deficiencias previa audiencia de las partes, conforme a lo establecido en la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social.

6. Sin perjuicio de lo establecido en el apartado anterior, la autoridad laboral velará por el respeto 
","Para que un contrato de sustitución sea válido, requiere que se especifique en el contrato:

1. El nombre de la persona sustituida.
2. La causa de la sustitución (según las causas legales o reguladas en el convenio colectivo).

Además, el contrato debe cumplir con las duraciones máximas establecidas, que no pueden exceder los 3 meses en el caso de cobertura temporal durante el proceso de selección o promoción.",0.26,0.05,0.15,0.09,0.5137977,0.96
141,¿Cómo se aplica e interpreta un convenio colectivo?,"3. En los supuestos de conflicto colectivo relativo a la interpretación o aplicación del convenio deberá intervenir la comisión paritaria del mismo con carácter previo al planteamiento formal del conflicto en el ámbito de los procedimientos no judiciales a que se refiere el apartado anterior o ante el órgano judicial competente.
","Una vez que se haya presentado un conflicto colectivo sobre la interpretación o aplicación de un convenio colectivo, la comisión paritaria debe intervenir con carácter previo al planteamiento formal del conflicto en el ámbito de los procedimientos no judiciales.

En caso de que se acuerde un convenio colectivo mediante compromiso arbitral, este acuerdo tendrá la misma eficacia jurídica y tramitación que los convenios colectivos regulados en la ley.",0.56,0.41,0.5,0.45,0.74423,0.97
